2.335127256810665131e-02 3.938903659582138062e-02 -2.856349758803844452e-02 -8.989498950541019440e-03 -2.488851174712181091e-02 1.169806253165006638e-02 5.449490621685981750e-02 -3.171284124255180359e-02 3.306131437420845032e-02 7.323735952377319336e-02 -9.784901514649391174e-03 7.212508935481309891e-03 -1.060127839446067810e-02 -2.028098702430725098e-02 1.372286956757307053e-02 2.182145416736602783e-02 -4.900163039565086365e-02 -3.548559546470642090e-02 -1.039992645382881165e-02 -5.425451323390007019e-02 -3.821964934468269348e-02 5.250591784715652466e-02 8.527036756277084351e-02 2.703464776277542114e-02 -1.354152429848909378e-02 -3.731776494532823563e-03
9.088238701224327087e-03 -1.460926700383424759e-02 1.525946427136659622e-02 -1.116886921226978302e-02 3.878530487418174744e-02 -3.075900115072727203e-02 5.182797089219093323e-02 -4.484198242425918579e-02 2.921208180487155914e-02 2.007060102187097073e-04 -4.593941196799278259e-02 4.120248928666114807e-02 -1.383580733090639114e-02 -9.265389293432235718e-03 -2.231579646468162537e-02 3.171574324369430542e-02 2.447419427335262299e-02 -1.669990085065364838e-02 2.415183745324611664e-02 -3.596896678209304810e-02 5.855807289481163025e-02 4.129671305418014526e-02 -3.190224990248680115e-02 2.018773183226585388e-02 4.994094371795654297e-03 -5.619961768388748169e-02
-1.820229180157184601e-02 -7.243712246417999268e-02 1.276903226971626282e-02 7.519441097974777222e-02 -8.790406584739685059e-02 5.501409620046615601e-02 3.539782715961337090e-03 -1.065668240189552307e-01 -2.745541930198669434e-02 1.465773433446884155e-01 1.281136721372604370e-01 -1.280259042978286743e-01 -9.349576383829116821e-02 2.803172357380390167e-02 1.865694671869277954e-01 -5.476821586489677429e-02 -7.686652988195419312e-02 -6.389936804771423340e-02 4.946338012814521790e-02 -1.534736156463623047e-01 -1.065936014056205750e-01 3.597869567871093750e+02 -5.938897281885147095e-02 -4.557962343096733093e-02 -6.127663888037204742e-03 -7.681070268154144287e-02
3.629196807742118835e-02 1.132601391873322427e-04 3.549463115632534027e-03 -7.125386036932468414e-03 8.441913872957229614e-03 -3.092776238918304443e-02 4.432827606797218323e-02 1.373190432786941528e-02 -2.903718873858451843e-02 -5.002484191209077835e-03 7.015675306320190430e-03 2.622375637292861938e-02 -5.927925929427146912e-03 -3.640748932957649231e-02 -2.384916506707668304e-02 -2.948377653956413269e-02 4.712686687707901001e-02 3.254373744130134583e-02 3.054280765354633331e-02 -2.293114550411701202e-02 4.094725102186203003e-02 -3.664368763566017151e-02 -3.309809789061546326e-02 -2.131742984056472778e-02 5.801565200090408325e-02 2.556613646447658539e-02
-8.714254945516586304e-03 -3.130949102342128754e-03 1.220305450260639191e-02 1.565216481685638428e-02 4.849211778491735458e-03 -8.859782479703426361e-03 2.661129226908087730e-03 -1.682768226601183414e-03 -1.214981265366077423e-02 -3.506869543343782425e-03 -6.421301513910293579e-04 2.947829104959964752e-02 -8.890436962246894836e-03 9.519014565739780664e-05 -1.269868854433298111e-02 -1.820229226723313332e-03 2.589817345142364502e-02 3.732131421566009521e-02 -2.927338937297463417e-03 -2.208120934665203094e-02 6.594611704349517822e-02 2.740508178249001503e-03 1.207204628735780716e-02 7.098280824720859528e-03 -9.761991910636425018e-03 1.085264515131711960e-02
1.379224564880132675e-02 2.872612699866294861e-02 1.575897075235843658e-02 -3.755977377295494080e-02 -2.482462301850318909e-02 1.644208095967769623e-02 5.261078849434852600e-02 -2.560582756996154785e-02 -2.840054407715797424e-02 -2.901524677872657776e-02 6.232018396258354187e-02 -1.761146821081638336e-02 4.126412048935890198e-02 -5.853387410752475262e-04 1.279484666883945465e-02 2.248875238001346588e-02 -5.660522356629371643e-02 -1.012113224714994431e-02 -1.559150032699108124e-02 -5.209321156144142151e-02 -8.640684187412261963e-03 1.195017099380493164e-01 2.486915141344070435e-02 2.623892202973365784e-02 -2.680715918540954590e-02 -4.581937193870544434e-02
7.794943638145923615e-03 9.085496515035629272e-02 1.012339163571596146e-02 -5.655262619256973267e-02 -2.039941027760505676e-02 -1.904319226741790771e-02 9.122249484062194824e-02 -3.750717639923095703e-02 5.435873568058013916e-02 -4.447219148278236389e-02 -4.481358453631401062e-02 -7.217607647180557251e-02 -1.255025621503591537e-02 5.854161828756332397e-02 -8.648751303553581238e-03 8.574631810188293457e-02 1.910998672246932983e-02 -7.176852971315383911e-02 6.297167390584945679e-02 5.301026254892349243e-02 9.178943932056427002e-02 -6.039379164576530457e-02 -6.053448095917701721e-02 -3.220234438776969910e-02 -8.623743057250976562e-02 2.850670553743839264e-02
-6.408394547179341316e-04 -1.090265996754169464e-02 -9.504171088337898254e-03 2.683200500905513763e-02 6.960174534469842911e-03 -8.308970718644559383e-04 2.365233190357685089e-02 -2.860222011804580688e-03 -6.081843748688697815e-03 -1.403231825679540634e-02 -2.074628882110118866e-02 1.624557003378868103e-02 -1.491645723581314087e-02 2.328641340136528015e-02 -7.260265410877764225e-04 1.039831340312957764e-02 2.806399203836917877e-02 1.319754868745803833e-03 -2.130452357232570648e-02 8.806540630757808685e-03 1.860628649592399597e-02 2.737410552799701691e-02 2.250359579920768738e-02 -1.001529395580291748e-02 -1.547856349498033524e-02 9.237316437065601349e-03
-6.540369708091020584e-03 2.951539866626262665e-02 6.278031971305608749e-03 -2.561389468610286713e-02 8.911733515560626984e-03 -2.961220219731330872e-03 2.233870700001716614e-02 -2.763127908110618591e-02 -8.548397570848464966e-03 -2.570004947483539581e-02 4.679580032825469971e-02 1.455279852962121367e-04 -2.124482765793800354e-02 -2.066852338612079620e-02 1.560957077890634537e-02 3.887081518769264221e-02 1.937877759337425232e-02 4.646570014301687479e-04 -1.292649935930967331e-02 -2.625376544892787933e-02 3.160151466727256775e-02 -2.748671919107437134e-02 -2.140648849308490753e-02 1.119339279830455780e-02 6.425496190786361694e-02 2.307118661701679230e-02
-2.633056230843067169e-02 -1.776958070695400238e-02 1.592224650084972382e-02 1.555955596268177032e-02 -1.423011999577283859e-04 2.018450573086738586e-02 -2.624279446899890900e-02 -1.120210532099008560e-02 -7.313829846680164337e-03 1.616715826094150543e-02 3.986660018563270569e-02 -4.442798346281051636e-02 4.985414445400238037e-02 3.608158230781555176e-02 9.644859237596392632e-04 9.454479004489257932e-05 -1.434047613292932510e-02 -9.960115887224674225e-03 2.190018817782402039e-02 -4.234315827488899231e-02 -2.250036969780921936e-02 2.635798975825309753e-02 6.993991136550903320e-02 -3.498318418860435486e-02 5.113808438181877136e-03 6.382257211953401566e-03
1.370221842080354691e-02 -1.631268672645092010e-02 1.885087601840496063e-02 2.267364785075187683e-02 -2.570101618766784668e-02 -2.359747653827071190e-03 9.767154231667518616e-03 -3.397158812731504440e-03 -1.581931114196777344e-02 4.227733239531517029e-03 3.553916141390800476e-02 -1.278097089380025864e-02 -1.318915933370590210e-02 4.438797384500503540e-02 1.938168145716190338e-02 -4.006182029843330383e-02 3.789922967553138733e-02 -2.556646056473255157e-02 -3.132013976573944092e-02 1.901834644377231598e-02 1.451730378903448582e-03 6.310525536537170410e-02 -3.764367103576660156e-02 3.879563184455037117e-03 3.305324539542198181e-02 -1.390421483665704727e-02
-3.192064538598060608e-02 -4.896129295229911804e-02 3.813413903117179871e-02 -5.148334894329309464e-03 6.627815775573253632e-03 5.146043747663497925e-02 9.143093973398208618e-02 -1.671345345675945282e-02 -1.837008446455001831e-02 5.257755145430564880e-02 -4.304014518857002258e-02 1.544823125004768372e-02 -4.403109103441238403e-02 -7.632023096084594727e-02 3.196033462882041931e-02 3.943098708987236023e-02 6.268287450075149536e-02 -5.226907134056091309e-02 9.396590292453765869e-02 -6.375835835933685303e-02 9.194012731313705444e-02 -8.625776320695877075e-02 3.136951103806495667e-02 -6.531011895276606083e-04 -4.752408247441053391e-03 -2.182306721806526184e-02
-3.816318232566118240e-03 1.867340318858623505e-02 5.879201344214379787e-04 -4.453285597264766693e-03 1.502874959260225296e-02 -1.499906275421380997e-02 1.623621210455894470e-02 7.128612603992223740e-03 -1.566733047366142273e-02 -1.596806570887565613e-02 1.507231150753796101e-03 -1.115854363888502121e-02 5.391827970743179321e-02 -9.618399664759635925e-03 -8.348337374627590179e-03 1.245667971670627594e-02 1.268352195620536804e-02 3.118687309324741364e-03 1.058578956872224808e-02 4.325117543339729309e-02 -1.436532288789749146e-02 -1.235084049403667450e-02 -1.012758631259202957e-02 3.923318535089492798e-02 -8.868171833455562592e-03 -3.806960536167025566e-03
-9.700295329093933105e-02 -2.063270658254623413e-01 -9.864538908004760742e-02 -1.148925721645355225e-01 3.596547241210937500e+02 -9.806456416845321655e-02 -1.401615142822265625e-01 1.269481610506772995e-02 -1.575632542371749878e-01 3.248210623860359192e-02 -2.346343547105789185e-01 3.244854509830474854e-02 -2.162920236587524414e-01 2.550644241273403168e-02 -2.185843288898468018e-01 -1.365826874971389771e-01 -1.529453992843627930e-01 -2.205187827348709106e-01 -7.388626784086227417e-02 -8.165088295936584473e-02 -2.465582937002182007e-01 -2.400117963552474976e-01 -6.305556744337081909e-02 -2.233370542526245117e-01 -2.285241186618804932e-01 -9.252708405256271362e-02
1.136796199716627598e-03 -1.008370239287614822e-02 1.314140297472476959e-02 -1.694061938906088471e-04 -1.238601282238960266e-02 1.472349558025598526e-02 9.256999939680099487e-03 -7.989196106791496277e-03 1.416074391454458237e-02 1.558182016015052795e-02 1.542596705257892609e-02 -9.578387252986431122e-03 -1.279000658541917801e-02 -2.531638368964195251e-02 1.114660501480102539e-02 2.504436671733856201e-02 -1.094202697277069092e-02 2.352325944229960442e-03 -1.226178137585520744e-04 -2.346485480666160583e-02 2.611598186194896698e-02 2.384238876402378082e-02 1.323788426816463470e-02 5.733350757509469986e-03 -2.421572804450988770e-02 6.286744493991136551e-03
1.850690133869647980e-02 -1.525688357651233673e-02 2.019160427153110504e-02 4.098210111260414124e-02 -2.724503353238105774e-02 -2.738410793244838715e-02 -8.915283717215061188e-03 -2.371912635862827301e-02 -2.702012658119201660e-02 -2.015256136655807495e-02 9.355771541595458984e-02 9.843113273382186890e-02 -1.360412407666444778e-02 -1.404458004981279373e-02 4.367098212242126465e-02 -4.676450043916702271e-02 -6.852400023490190506e-03 -2.282885648310184479e-02 2.083886563777923584e-01 -5.742547288537025452e-02 -2.911850437521934509e-02 4.379714839160442352e-03 -2.093860507011413574e-02 -1.687608310021460056e-03 1.841848716139793396e-03 -1.780442893505096436e-02
